Sample,Sample Type,Lat,Lng,Elevation(masl),Thickness(cm),Density(g/cm3),Shielding,10Be-conc(at/g),10Be-unc(at/g),10Be-std,Sample Year,Published Age (yr),Published Unc (yr),Reference,Height (cm),Regions
UMC-16-05,boulder,37.39443,-118.80794,3400,3,2.65,0.9695,519480,7900,07KNSTD,2016,14100,1100,"Becker RA, Barth AM, Marcott SA, Tikoff B, Caffee M, 2018a. The last deglaciation along Mono Creek and the south fork of the San Joaquin River, Sierra Nevada, USA. In: Becker RA, Glacial geology and geomorphology of the west-central Sierra Nevada, USA. PhD thesis, University of Wisconsin-Madison.",160,Sierra Nevada
UpLy-12-10,boulder,37.79902,-119.21601,3400,3,2.78,0.9913,535090,8240,07KNSTD,2012,15240,1200,"Becker RA, Marcott SA,  Tikoff B, Caffee M, 2018b. Rate and timing of the last deglaciation in Tuolumne Meadows and Lyell Canyon, Yosemite National Park, USA. In: Becker RA, Glacial geology and geomorphology of the west-central Sierra Nevada, USA. PhD thesis, University of Wisconsin-Madison.",85,Sierra Nevada
MW1,boulder,36.59173,-118.22598,2448,5,2.65,0.97,507000,13000,KNSTD,2004,18400,500,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW2,boulder,36.59183,-118.22558,2448,5,2.65,0.97,461000,12000,KNSTD,2004,17000,400,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW3,boulder,36.59192,-118.22515,2460,5,2.65,0.97,458000,12000,KNSTD,2004,16800,400,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW34,boulder,36.55213,-118.19178,2234,5,2.65,0.96,162000,7000,KNSTD,2004,7100,300,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW35,boulder,36.55212,-118.19178,2229,5,2.65,0.96,170000,9000,KNSTD,2004,7400,400,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW36,boulder,36.55192,-118.1923,2241,5,2.65,0.96,147000,8000,KNSTD,2004,6500,400,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW37,boulder,36.55075,-118.1934,2289,5,2.65,0.97,216000,8000,KNSTD,2004,9000,300,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW39,boulder,36.54777,-118.19103,2411,5,2.65,0.97,433000,15000,KNSTD,2004,16400,600,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW4,boulder,36.592,-118.22473,2444,5,2.65,0.97,456000,11000,KNSTD,2004,16900,400,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW40,boulder,36.54795,-118.19103,2396,5,2.65,0.97,189000,10000,KNSTD,2004,7300,400,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW41,boulder,36.54803,-118.19103,2403,5,2.65,1,373000,9000,KNSTD,2004,13900,300,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW5A,boulder,36.59212,-118.22422,2434,5,2.65,0.97,499000,12000,KNSTD,2004,18500,500,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
MW5B,boulder,36.59212,-118.22422,2434,5,2.65,0.97,512000,22000,KNSTD,2004,19000,800,"Benn DI, Owen LA, Finkel RC, Clemmens S, 2006. Pleistocene lake outburst floods and fan formation along the eastern Sierra Nevada, California: implications for the interpretation of intermontane lacustrine records. Quaternary Science Reviews 25, 2729-2748.",NA,Sierra Nevada
06CO1,boulder,48.30981,-116.704,1372,2,2.65,1,187164,5428,07KNSTD,2006,13370,1190,"Breckenridge RM, Phillips WM, 2010. New cosmogenic 10Be surface exposure ages for the Purcell Trench lobe of the Cordilleran ice sheet in Idaho. Geological Society of America Abstracts with Programs 42, 309.",NA,Canadian Rockies
06CO2,boulder,48.30978,-116.721,1295,2,2.65,1,196700,4524,07KNSTD,2006,14870,1300,"Breckenridge RM, Phillips WM, 2010. New cosmogenic 10Be surface exposure ages for the Purcell Trench lobe of the Cordilleran ice sheet in Idaho. Geological Society of America Abstracts with Programs 42, 309.",NA,Canadian Rockies
06CO3,boulder,48.30645,-116.717,1216,2,2.65,1,171778,4982,07KNSTD,2006,13830,1240,"Breckenridge RM, Phillips WM, 2010. New cosmogenic 10Be surface exposure ages for the Purcell Trench lobe of the Cordilleran ice sheet in Idaho. Geological Society of America Abstracts with Programs 42, 309.",NA,Canadian Rockies
06CO4,boulder,48.29911,-116.762,1052,2,2.65,1,161537,8077,07KNSTD,2006,14880,1470,"Breckenridge RM, Phillips WM, 2010. New cosmogenic 10Be surface exposure ages for the Purcell Trench lobe of the Cordilleran ice sheet in Idaho. Geological Society of America Abstracts with Programs 42, 309.",NA,Canadian Rockies
06CO5,boulder,48.30302,-116.753,1021,2,2.65,1,146500,7325,07KNSTD,2006,14030,1380,"Breckenridge RM, Phillips WM, 2010. New cosmogenic 10Be surface exposure ages for the Purcell Trench lobe of the Cordilleran ice sheet in Idaho. Geological Society of America Abstracts with Programs 42, 309.",NA,Canadian Rockies
97-109,bedrock,42.7314,-108.9017,2780,2,2.65,0.9823,2224866,72264,NIST_27900,1997,68900,6900,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-50,bedrock,42.6503,-109.0187,3420,2,2.65,0.9685,799523,30660,NIST_27900,1997,17600,1800,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-52,bedrock,42.6511,-109.0179,3390,2,2.65,0.9697,822509,44501,NIST_27900,1997,18400,2000,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-55,bedrock,42.6519,-109.0147,3380,2,2.65,0.9971,833352,30937,NIST_27900,1997,18300,1800,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-57,bedrock,42.6523,-109.0149,3340,2,2.65,0.997,733240,28022,NIST_27900,1997,16500,1700,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-59,bedrock,42.6518,-109.0109,3300,2,2.65,0.9826,730374,29036,NIST_27900,1997,17000,1700,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-62,bedrock,42.6506,-109.0037,3250,2,2.65,0.991,523570,25451,NIST_27900,1997,12500,1300,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-63,bedrock,42.6504,-109.0035,3280,2,2.65,0.9823,568424,26019,NIST_27900,1997,13500,1400,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-66,bedrock,42.6501,-109.0011,3330,2,2.65,0.996,648915,17738,NIST_27900,1997,14800,1400,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-68,bedrock,42.6495,-108.9981,3350,2,2.65,0.9026,728504,23349,NIST_27900,1997,17900,1800,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-75,bedrock,42.6447,-109.0144,3390,2,2.65,0.9721,826294,25124,NIST_27900,1997,18500,1800,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-76,bedrock,42.6449,-109.0138,3370,2,2.65,0.9861,756998,60399,NIST_27900,1997,16900,2100,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-78,bedrock,42.6447,-109.0127,3330,2,2.65,0.9905,704970,25404,NIST_27900,1997,16100,1600,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-80,bedrock,42.6438,-109.0045,3290,2,2.65,0.9897,756182,31344,NIST_27900,1997,17600,1800,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
97-97,bedrock,42.6464,-108.9988,3320,2,2.65,0.9662,624815,16830,NIST_27900,1997,14700,1400,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",0,Northern Rockies
CT1,boulder,42.76833,-109.2182,3216,2.5,2.65,0.9465,618086,17833,S2007N,2010,15800,1500,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",280,Northern Rockies
CT2,boulder,42.76828,-109.2176,3214,3.2,2.65,0.9538,588456,19596,S2007N,2010,15100,1500,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",210,Northern Rockies
CT3,boulder,42.76873,-109.2229,3225,1.8,2.65,0.9298,435286,13764,S2007N,2010,11200,1100,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",240,Northern Rockies
CT4,boulder,42.76873,-109.2229,3225,3,2.65,0.9347,476088,19105,S2007N,2010,12300,1300,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",230,Northern Rockies
CT5,boulder,42.7766,-109.2111,3125,3,2.65,0.9721,572735,17671,S2007N,2010,15100,1500,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",190,Northern Rockies
CT6,boulder,42.7766,-109.213,3125,2.2,2.65,0.9721,614756,18971,S2007N,2010,16100,1600,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",210,Northern Rockies
CT7,boulder,42.7762,-109.1853,3086,3.2,2.65,0.9426,635037,18617,S2007N,2010,17600,1700,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",100,Northern Rockies
CT8,boulder,42.7762,-109.1853,3086,2,2.65,0.95,538015,22429,S2007N,2010,14800,1500,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",180,Northern Rockies
CT9,boulder,42.7762,-109.1798,3062,2,2.65,0.9819,554678,18940,S2007N,2010,14900,1500,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",150,Northern Rockies
DeerSpring,boulder,42.737,-108.81,2300,2.5,2.65,0.993,5650000,170000,S2007N,2010,556400,187700,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",270,Northern Rockies
DickinsonPk1,boulder,42.80728,-109.0455,2623,2.8,2.65,0.9935,780008,26071,S2007N,2010,26900,2700,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",50,Northern Rockies
DickinsonPk2,boulder,42.8069,-109.0457,2624,0.6,2.65,0.9935,475331,18149,S2007N,2010,16400,1600,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",45,Northern Rockies
EastTable-1,boulder,42.758,-108.737,2225,4,2.65,0.9928,4848000,145440,S2007N,2010,429600,106000,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",220,Northern Rockies
EastTable-2,boulder,42.759,-108.74,2225,3,2.65,1,3623500,134070,S2007N,2010,235300,38000,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",190,Northern Rockies
HelenAl-1,boulder,42.63,-109.006,3399,1.5,2.65,0.957,601100,31170,S2007N,2010,13600,1500,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",200,Northern Rockies
HelenAl-3,boulder,42.631,-109.006,3398,2,2.65,0.944,552000,11000,S2007N,2010,12700,1200,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",130,Northern Rockies
HelenTL-1,boulder,42.632,-109.004,3399,3,2.65,0.962,610000,29800,S2007N,2010,13900,1500,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",150,Northern Rockies
HelenTL-2,boulder,42.632,-109.005,3354,3,2.65,0.962,737000,27100,S2007N,2010,17200,1700,"Dahms D, Egli M, Fabel D, Harbor J, Brandovv<d4><f8>O D, de Castro Portes R, Christl M, 2018. Revised Quaternary glacial succession and post-LGM recession, southern Wind River Range, Wyoming, USA. Quaternary Science Reviews 192, 167-184.",180,Northern Rockies
